"year","season","dayOfYear","date","timeOfDay","station","inchesRain"
2006,"Spring",95,2006-04-05,"morning","ORONO 2 ME US",0.1
2006,"Spring",95,2006-04-05,"night","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",95,2006-04-05,"night","ORONO 2 ME US",0.1
2006,"Spring",95,2006-04-05,"night","PORTLAND JETPORT ME US",0.11
2006,"Spring",96,2006-04-06,"early morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",96,2006-04-06,"early morning","ORONO 2 ME US",0.1
2006,"Spring",96,2006-04-06,"morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",96,2006-04-06,"morning","ORONO 2 ME US",0.1
2006,"Spring",97,2006-04-07,"afternoon","PORTLAND JETPORT ME US",0.14
2006,"Spring",97,2006-04-07,"night","ACADIA NATIONAL PARK ME US",0.5
2006,"Spring",97,2006-04-07,"night","ORONO 2 ME US",0.3
2006,"Spring",97,2006-04-07,"night","PORTLAND JETPORT ME US",0
2006,"Spring",102,2006-04-12,"morning","ORONO 2 ME US",0.1
2006,"Spring",103,2006-04-13,"early morning","PORTLAND JETPORT ME US",0
2006,"Spring",103,2006-04-13,"morning","PORTLAND JETPORT ME US",0.01
2006,"Spring",103,2006-04-13,"night","ORONO 2 ME US",0.1
2006,"Spring",103,2006-04-13,"night","PORTLAND JETPORT ME US",0
2006,"Spring",105,2006-04-15,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",105,2006-04-15,"afternoon","ORONO 2 ME US",0.3
2006,"Spring",105,2006-04-15,"afternoon","PORTLAND JETPORT ME US",0.06
2006,"Spring",105,2006-04-15,"early morning","PORTLAND JETPORT ME US",0
2006,"Spring",105,2006-04-15,"morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",105,2006-04-15,"morning","ORONO 2 ME US",0.2
2006,"Spring",105,2006-04-15,"morning","PORTLAND JETPORT ME US",0
2006,"Spring",106,2006-04-16,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",106,2006-04-16,"afternoon","PORTLAND JETPORT ME US",0
2006,"Spring",106,2006-04-16,"night","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",106,2006-04-16,"night","ORONO 2 ME US",0.1
2006,"Spring",107,2006-04-17,"afternoon","PORTLAND JETPORT ME US",0
2006,"Spring",107,2006-04-17,"night","PORTLAND JETPORT ME US",0
2006,"Spring",109,2006-04-19,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",113,2006-04-23,"afternoon","PORTLAND JETPORT ME US",0.06
2006,"Spring",113,2006-04-23,"early morning","PORTLAND JETPORT ME US",0
2006,"Spring",113,2006-04-23,"morning","PORTLAND JETPORT ME US",0.01
2006,"Spring",113,2006-04-23,"night","PORTLAND JETPORT ME US",0.11
2006,"Spring",114,2006-04-24,"afternoon","ACADIA NATIONAL PARK ME US",0.3
2006,"Spring",114,2006-04-24,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",114,2006-04-24,"afternoon","PORTLAND JETPORT ME US",0.08
2006,"Spring",114,2006-04-24,"early morning","PORTLAND JETPORT ME US",0.14
2006,"Spring",114,2006-04-24,"morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",114,2006-04-24,"morning","ORONO 2 ME US",0.1
2006,"Spring",114,2006-04-24,"morning","PORTLAND JETPORT ME US",0.02
2006,"Spring",114,2006-04-24,"night","PORTLAND JETPORT ME US",0.05
2006,"Spring",115,2006-04-25,"early morning","ORONO 2 ME US",0.1
2006,"Spring",115,2006-04-25,"night","ORONO 2 ME US",0.1
2006,"Spring",115,2006-04-25,"night","PORTLAND JETPORT ME US",0
2006,"Spring",117,2006-04-27,"night","PORTLAND JETPORT ME US",0
2006,"Spring",121,2006-05-01,"early morning","ACADIA NATIONAL PARK ME US",0
2006,"Spring",121,2006-05-01,"early morning","ORONO 2 ME US",0
2006,"Spring",121,2006-05-01,"early morning","PORTLAND JETPORT ME US",0
2006,"Spring",121,2006-05-01,"night","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",121,2006-05-01,"night","ORONO 2 ME US",0.1
2006,"Spring",121,2006-05-01,"night","PORTLAND JETPORT ME US",0.04
2006,"Spring",122,2006-05-02,"afternoon","PORTLAND JETPORT ME US",1.04
2006,"Spring",122,2006-05-02,"early morning","ACADIA NATIONAL PARK ME US",0.6
2006,"Spring",122,2006-05-02,"early morning","ORONO 2 ME US",1.1
2006,"Spring",122,2006-05-02,"early morning","PORTLAND JETPORT ME US",0.4
2006,"Spring",122,2006-05-02,"morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",122,2006-05-02,"morning","ORONO 2 ME US",0.3
2006,"Spring",122,2006-05-02,"morning","PORTLAND JETPORT ME US",0.27
2006,"Spring",122,2006-05-02,"night","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",122,2006-05-02,"night","PORTLAND JETPORT ME US",1.52
2006,"Spring",123,2006-05-03,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",123,2006-05-03,"afternoon","PORTLAND JETPORT ME US",0.07
2006,"Spring",123,2006-05-03,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",123,2006-05-03,"early morning","PORTLAND JETPORT ME US",0.34
2006,"Spring",123,2006-05-03,"morning","PORTLAND JETPORT ME US",0.18
2006,"Spring",123,2006-05-03,"night","PORTLAND JETPORT ME US",0.19
2006,"Spring",125,2006-05-05,"early morning","PORTLAND JETPORT ME US",0.01
2006,"Spring",129,2006-05-09,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",129,2006-05-09,"afternoon","PORTLAND JETPORT ME US",0.36
2006,"Spring",129,2006-05-09,"night","ACADIA NATIONAL PARK ME US",0.4
2006,"Spring",129,2006-05-09,"night","PORTLAND JETPORT ME US",0.17
2006,"Spring",130,2006-05-10,"afternoon","ACADIA NATIONAL PARK ME US",0.6
2006,"Spring",130,2006-05-10,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",130,2006-05-10,"afternoon","PORTLAND JETPORT ME US",0.02
2006,"Spring",130,2006-05-10,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",130,2006-05-10,"early morning","PORTLAND JETPORT ME US",0.13
2006,"Spring",130,2006-05-10,"morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",130,2006-05-10,"morning","ORONO 2 ME US",0.4
2006,"Spring",130,2006-05-10,"night","ACADIA NATIONAL PARK ME US",0.3
2006,"Spring",130,2006-05-10,"night","ORONO 2 ME US",0.2
2006,"Spring",130,2006-05-10,"night","PORTLAND JETPORT ME US",0.33
2006,"Spring",131,2006-05-11,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",131,2006-05-11,"early morning","ACADIA NATIONAL PARK ME US",0.7
2006,"Spring",131,2006-05-11,"early morning","ORONO 2 ME US",0.1
2006,"Spring",131,2006-05-11,"early morning","PORTLAND JETPORT ME US",0.06
2006,"Spring",131,2006-05-11,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",131,2006-05-11,"night","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",131,2006-05-11,"night","PORTLAND JETPORT ME US",0.09
2006,"Spring",132,2006-05-12,"afternoon","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",132,2006-05-12,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",132,2006-05-12,"afternoon","PORTLAND JETPORT ME US",0.69
2006,"Spring",132,2006-05-12,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",132,2006-05-12,"early morning","PORTLAND JETPORT ME US",0.05
2006,"Spring",132,2006-05-12,"morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",132,2006-05-12,"morning","PORTLAND JETPORT ME US",0.09
2006,"Spring",132,2006-05-12,"night","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",132,2006-05-12,"night","PORTLAND JETPORT ME US",0.11
2006,"Spring",133,2006-05-13,"afternoon","PORTLAND JETPORT ME US",0.49
2006,"Spring",133,2006-05-13,"early morning","PORTLAND JETPORT ME US",0.13
2006,"Spring",133,2006-05-13,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",133,2006-05-13,"morning","PORTLAND JETPORT ME US",1.55
2006,"Spring",133,2006-05-13,"night","PORTLAND JETPORT ME US",0.6
2006,"Spring",134,2006-05-14,"afternoon","PORTLAND JETPORT ME US",0.04
2006,"Spring",134,2006-05-14,"early morning","PORTLAND JETPORT ME US",0.02
2006,"Spring",134,2006-05-14,"night","PORTLAND JETPORT ME US",0.07
2006,"Spring",135,2006-05-15,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",135,2006-05-15,"afternoon","PORTLAND JETPORT ME US",0.58
2006,"Spring",135,2006-05-15,"early morning","PORTLAND JETPORT ME US",0.03
2006,"Spring",135,2006-05-15,"morning","PORTLAND JETPORT ME US",0.05
2006,"Spring",135,2006-05-15,"night","PORTLAND JETPORT ME US",0.38
2006,"Spring",136,2006-05-16,"afternoon","ACADIA NATIONAL PARK ME US",0.7
2006,"Spring",136,2006-05-16,"afternoon","ORONO 2 ME US",0.4
2006,"Spring",136,2006-05-16,"afternoon","PORTLAND JETPORT ME US",0.02
2006,"Spring",136,2006-05-16,"early morning","ORONO 2 ME US",0.1
2006,"Spring",136,2006-05-16,"early morning","PORTLAND JETPORT ME US",0.05
2006,"Spring",136,2006-05-16,"morning","ACADIA NATIONAL PARK ME US",0.5
2006,"Spring",136,2006-05-16,"morning","ORONO 2 ME US",0.8
2006,"Spring",136,2006-05-16,"morning","PORTLAND JETPORT ME US",0.86
2006,"Spring",136,2006-05-16,"night","ORONO 2 ME US",0.1
2006,"Spring",136,2006-05-16,"night","PORTLAND JETPORT ME US",0.07
2006,"Spring",137,2006-05-17,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",137,2006-05-17,"night","PORTLAND JETPORT ME US",0.03
2006,"Spring",138,2006-05-18,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",138,2006-05-18,"afternoon","PORTLAND JETPORT ME US",0.02
2006,"Spring",138,2006-05-18,"early morning","PORTLAND JETPORT ME US",0
2006,"Spring",138,2006-05-18,"morning","ORONO 2 ME US",0.1
2006,"Spring",139,2006-05-19,"afternoon","ORONO 2 ME US",0.2
2006,"Spring",139,2006-05-19,"afternoon","PORTLAND JETPORT ME US",0.46
2006,"Spring",139,2006-05-19,"morning","ORONO 2 ME US",0.1
2006,"Spring",139,2006-05-19,"morning","PORTLAND JETPORT ME US",0.31
2006,"Spring",139,2006-05-19,"night","PORTLAND JETPORT ME US",0.01
2006,"Spring",140,2006-05-20,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",140,2006-05-20,"afternoon","PORTLAND JETPORT ME US",0
2006,"Spring",140,2006-05-20,"night","PORTLAND JETPORT ME US",0
2006,"Spring",141,2006-05-21,"afternoon","PORTLAND JETPORT ME US",0.05
2006,"Spring",141,2006-05-21,"night","ORONO 2 ME US",0.1
2006,"Spring",141,2006-05-21,"night","PORTLAND JETPORT ME US",0.14
2006,"Spring",142,2006-05-22,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",142,2006-05-22,"early morning","PORTLAND JETPORT ME US",0.06
2006,"Spring",142,2006-05-22,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",142,2006-05-22,"morning","ORONO 2 ME US",0.1
2006,"Spring",142,2006-05-22,"morning","PORTLAND JETPORT ME US",0
2006,"Spring",142,2006-05-22,"night","PORTLAND JETPORT ME US",0.06
2006,"Spring",143,2006-05-23,"morning","PORTLAND JETPORT ME US",0
2006,"Spring",144,2006-05-24,"afternoon","PORTLAND JETPORT ME US",0
2006,"Spring",144,2006-05-24,"early morning","PORTLAND JETPORT ME US",0.03
2006,"Spring",144,2006-05-24,"morning","PORTLAND JETPORT ME US",0
2006,"Spring",146,2006-05-26,"night","PORTLAND JETPORT ME US",0.01
2006,"Spring",147,2006-05-27,"early morning","PORTLAND JETPORT ME US",0.01
2006,"Spring",147,2006-05-27,"night","PORTLAND JETPORT ME US",0.02
2006,"Spring",150,2006-05-30,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",151,2006-05-31,"early morning","PORTLAND JETPORT ME US",0.03
2006,"Spring",152,2006-06-01,"afternoon","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",152,2006-06-01,"afternoon","ORONO 2 ME US",NA
2006,"Spring",152,2006-06-01,"afternoon","PORTLAND JETPORT ME US",0.89
2006,"Spring",152,2006-06-01,"early morning","ACADIA NATIONAL PARK ME US",0
2006,"Spring",152,2006-06-01,"early morning","ORONO 2 ME US",NA
2006,"Spring",152,2006-06-01,"early morning","PORTLAND JETPORT ME US",0
2006,"Spring",152,2006-06-01,"night","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",153,2006-06-02,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",153,2006-06-02,"early morning","PORTLAND JETPORT ME US",0.02
2006,"Spring",153,2006-06-02,"morning","PORTLAND JETPORT ME US",0.15
2006,"Spring",153,2006-06-02,"night","PORTLAND JETPORT ME US",0.01
2006,"Spring",154,2006-06-03,"afternoon","ACADIA NATIONAL PARK ME US",0.5
2006,"Spring",154,2006-06-03,"afternoon","ORONO 2 ME US",0.5
2006,"Spring",154,2006-06-03,"afternoon","PORTLAND JETPORT ME US",0.37
2006,"Spring",154,2006-06-03,"early morning","PORTLAND JETPORT ME US",0.11
2006,"Spring",154,2006-06-03,"morning","ACADIA NATIONAL PARK ME US",0.3
2006,"Spring",154,2006-06-03,"morning","ORONO 2 ME US",0.2
2006,"Spring",154,2006-06-03,"morning","PORTLAND JETPORT ME US",0.44
2006,"Spring",154,2006-06-03,"night","ACADIA NATIONAL PARK ME US",0.6
2006,"Spring",154,2006-06-03,"night","ORONO 2 ME US",0.4
2006,"Spring",154,2006-06-03,"night","PORTLAND JETPORT ME US",0.48
2006,"Spring",155,2006-06-04,"afternoon","ACADIA NATIONAL PARK ME US",0.3
2006,"Spring",155,2006-06-04,"afternoon","ORONO 2 ME US",0.2
2006,"Spring",155,2006-06-04,"afternoon","PORTLAND JETPORT ME US",0.04
2006,"Spring",155,2006-06-04,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",155,2006-06-04,"early morning","ORONO 2 ME US",0.2
2006,"Spring",155,2006-06-04,"early morning","PORTLAND JETPORT ME US",0.46
2006,"Spring",155,2006-06-04,"morning","ACADIA NATIONAL PARK ME US",1
2006,"Spring",155,2006-06-04,"morning","ORONO 2 ME US",1.3
2006,"Spring",155,2006-06-04,"morning","PORTLAND JETPORT ME US",0.08
2006,"Spring",155,2006-06-04,"night","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",155,2006-06-04,"night","ORONO 2 ME US",0.1
2006,"Spring",155,2006-06-04,"night","PORTLAND JETPORT ME US",0.04
2006,"Spring",156,2006-06-05,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",156,2006-06-05,"afternoon","PORTLAND JETPORT ME US",0
2006,"Spring",156,2006-06-05,"early morning","PORTLAND JETPORT ME US",0
2006,"Spring",156,2006-06-05,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",156,2006-06-05,"morning","PORTLAND JETPORT ME US",0
2006,"Spring",158,2006-06-07,"afternoon","PORTLAND JETPORT ME US",0.6
2006,"Spring",158,2006-06-07,"morning","PORTLAND JETPORT ME US",0.13
2006,"Spring",158,2006-06-07,"night","ACADIA NATIONAL PARK ME US",0.4
2006,"Spring",158,2006-06-07,"night","ORONO 2 ME US",0.2
2006,"Spring",158,2006-06-07,"night","PORTLAND JETPORT ME US",1.05
2006,"Spring",159,2006-06-08,"afternoon","ACADIA NATIONAL PARK ME US",0.9
2006,"Spring",159,2006-06-08,"afternoon","ORONO 2 ME US",0.2
2006,"Spring",159,2006-06-08,"afternoon","PORTLAND JETPORT ME US",0.47
2006,"Spring",159,2006-06-08,"early morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",159,2006-06-08,"early morning","ORONO 2 ME US",0.1
2006,"Spring",159,2006-06-08,"early morning","PORTLAND JETPORT ME US",0.11
2006,"Spring",159,2006-06-08,"morning","ACADIA NATIONAL PARK ME US",1.3
2006,"Spring",159,2006-06-08,"morning","ORONO 2 ME US",0.3
2006,"Spring",159,2006-06-08,"morning","PORTLAND JETPORT ME US",0.3
2006,"Spring",159,2006-06-08,"night","ACADIA NATIONAL PARK ME US",0.3
2006,"Spring",159,2006-06-08,"night","ORONO 2 ME US",0.3
2006,"Spring",159,2006-06-08,"night","PORTLAND JETPORT ME US",0.16
2006,"Spring",160,2006-06-09,"afternoon","PORTLAND JETPORT ME US",0.07
2006,"Spring",160,2006-06-09,"early morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",160,2006-06-09,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",160,2006-06-09,"morning","PORTLAND JETPORT ME US",0
2006,"Spring",160,2006-06-09,"night","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",160,2006-06-09,"night","ORONO 2 ME US",0.2
2006,"Spring",160,2006-06-09,"night","PORTLAND JETPORT ME US",0.59
2006,"Spring",161,2006-06-10,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",161,2006-06-10,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",161,2006-06-10,"afternoon","PORTLAND JETPORT ME US",0.15
2006,"Spring",161,2006-06-10,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",161,2006-06-10,"early morning","ORONO 2 ME US",0.3
2006,"Spring",161,2006-06-10,"early morning","PORTLAND JETPORT ME US",0.3
2006,"Spring",161,2006-06-10,"morning","ACADIA NATIONAL PARK ME US",0.6
2006,"Spring",161,2006-06-10,"morning","ORONO 2 ME US",0.5
2006,"Spring",161,2006-06-10,"morning","PORTLAND JETPORT ME US",0.06
2006,"Spring",161,2006-06-10,"night","PORTLAND JETPORT ME US",0.1
2006,"Spring",162,2006-06-11,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",162,2006-06-11,"early morning","ORONO 2 ME US",0.3
2006,"Spring",162,2006-06-11,"morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",162,2006-06-11,"morning","ORONO 2 ME US",0.1
2006,"Spring",162,2006-06-11,"night","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",162,2006-06-11,"night","PORTLAND JETPORT ME US",0.02
2006,"Spring",163,2006-06-12,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",163,2006-06-12,"night","PORTLAND JETPORT ME US",0
2006,"Spring",164,2006-06-13,"night","PORTLAND JETPORT ME US",0.02
2006,"Spring",165,2006-06-14,"early morning","ORONO 2 ME US",0.3
2006,"Spring",166,2006-06-15,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",166,2006-06-15,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",166,2006-06-15,"morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",170,2006-06-19,"morning","ORONO 2 ME US",0.1
2006,"Spring",171,2006-06-20,"afternoon","PORTLAND JETPORT ME US",0.13
2006,"Spring",171,2006-06-20,"night","ORONO 2 ME US",0.1
2006,"Spring",171,2006-06-20,"night","PORTLAND JETPORT ME US",0.34
2006,"Spring",172,2006-06-21,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",173,2006-06-22,"afternoon","PORTLAND JETPORT ME US",0
2006,"Spring",174,2006-06-23,"early morning","PORTLAND JETPORT ME US",0
2006,"Spring",174,2006-06-23,"morning","PORTLAND JETPORT ME US",0.3
2006,"Spring",174,2006-06-23,"night","PORTLAND JETPORT ME US",0
2006,"Spring",175,2006-06-24,"afternoon","PORTLAND JETPORT ME US",0
2006,"Spring",175,2006-06-24,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",175,2006-06-24,"early morning","ORONO 2 ME US",0.1
2006,"Spring",175,2006-06-24,"early morning","PORTLAND JETPORT ME US",0.42
2006,"Spring",175,2006-06-24,"morning","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",175,2006-06-24,"morning","ORONO 2 ME US",0.1
2006,"Spring",175,2006-06-24,"morning","PORTLAND JETPORT ME US",0
2006,"Spring",175,2006-06-24,"night","PORTLAND JETPORT ME US",0.03
2006,"Spring",176,2006-06-25,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",176,2006-06-25,"night","PORTLAND JETPORT ME US",0.03
2006,"Spring",177,2006-06-26,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",177,2006-06-26,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",177,2006-06-26,"afternoon","PORTLAND JETPORT ME US",0
2006,"Spring",177,2006-06-26,"early morning","ACADIA NATIONAL PARK ME US",0.5
2006,"Spring",177,2006-06-26,"early morning","PORTLAND JETPORT ME US",0.26
2006,"Spring",177,2006-06-26,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",177,2006-06-26,"morning","ORONO 2 ME US",0.1
2006,"Spring",177,2006-06-26,"morning","PORTLAND JETPORT ME US",0
2006,"Spring",177,2006-06-26,"night","PORTLAND JETPORT ME US",0.03
2006,"Spring",178,2006-06-27,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Spring",179,2006-06-28,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",179,2006-06-28,"afternoon","PORTLAND JETPORT ME US",0.42
2006,"Spring",179,2006-06-28,"morning","PORTLAND JETPORT ME US",0
2006,"Spring",179,2006-06-28,"night","ACADIA NATIONAL PARK ME US",0.2
2006,"Spring",180,2006-06-29,"early morning","ORONO 2 ME US",0.1
2006,"Spring",181,2006-06-30,"afternoon","ORONO 2 ME US",0.1
2006,"Spring",181,2006-06-30,"early morning","ACADIA NATIONAL PARK ME US",0.5
2006,"Spring",181,2006-06-30,"morning","ACADIA NATIONAL PARK ME US",0.3
2006,"Spring",181,2006-06-30,"morning","ORONO 2 ME US",0.1
2006,"Summer",182,2006-07-01,"early morning","ACADIA NATIONAL PARK ME US",0
2006,"Summer",182,2006-07-01,"early morning","ORONO 2 ME US",0
2006,"Summer",182,2006-07-01,"early morning","PORTLAND JETPORT ME US",0
2006,"Summer",182,2006-07-01,"morning","ACADIA NATIONAL PARK ME US",NA
2006,"Summer",183,2006-07-02,"early morning","PORTLAND JETPORT ME US",0
2006,"Summer",183,2006-07-02,"morning","ORONO 2 ME US",0.2
2006,"Summer",183,2006-07-02,"morning","PORTLAND JETPORT ME US",0.01
2006,"Summer",185,2006-07-04,"afternoon","PORTLAND JETPORT ME US",0.04
2006,"Summer",185,2006-07-04,"morning","PORTLAND JETPORT ME US",0.01
2006,"Summer",190,2006-07-09,"early morning","PORTLAND JETPORT ME US",0
2006,"Summer",191,2006-07-10,"afternoon","ORONO 2 ME US",0.1
2006,"Summer",192,2006-07-11,"afternoon","PORTLAND JETPORT ME US",0.21
2006,"Summer",192,2006-07-11,"morning","ORONO 2 ME US",0.1
2006,"Summer",192,2006-07-11,"morning","PORTLAND JETPORT ME US",0.1
2006,"Summer",192,2006-07-11,"night","ACADIA NATIONAL PARK ME US",0.4
2006,"Summer",193,2006-07-12,"afternoon","PORTLAND JETPORT ME US",0.03
2006,"Summer",193,2006-07-12,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Summer",193,2006-07-12,"night","PORTLAND JETPORT ME US",1.51
2006,"Summer",194,2006-07-13,"early morning","ACADIA NATIONAL PARK ME US",1.4
2006,"Summer",194,2006-07-13,"early morning","ORONO 2 ME US",0.3
2006,"Summer",194,2006-07-13,"early morning","PORTLAND JETPORT ME US",0.78
2006,"Summer",194,2006-07-13,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Summer",194,2006-07-13,"morning","PORTLAND JETPORT ME US",0.24
2006,"Summer",194,2006-07-13,"night","ORONO 2 ME US",0.1
2006,"Summer",194,2006-07-13,"night","PORTLAND JETPORT ME US",0.03
2006,"Summer",195,2006-07-14,"afternoon","PORTLAND JETPORT ME US",0.08
2006,"Summer",197,2006-07-16,"afternoon","ORONO 2 ME US",0.5
2006,"Summer",197,2006-07-16,"early morning","ORONO 2 ME US",0.1
2006,"Summer",197,2006-07-16,"morning","ORONO 2 ME US",0.1
2006,"Summer",199,2006-07-18,"afternoon","ACADIA NATIONAL PARK ME US",0.6
2006,"Summer",199,2006-07-18,"afternoon","PORTLAND JETPORT ME US",0.01
2006,"Summer",199,2006-07-18,"night","ACADIA NATIONAL PARK ME US",0.1
2006,"Summer",199,2006-07-18,"night","PORTLAND JETPORT ME US",0.01
2006,"Summer",200,2006-07-19,"early morning","PORTLAND JETPORT ME US",0
2006,"Summer",200,2006-07-19,"morning","ORONO 2 ME US",0.1
2006,"Summer",201,2006-07-20,"night","PORTLAND JETPORT ME US",0.02
2006,"Summer",202,2006-07-21,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Summer",202,2006-07-21,"afternoon","PORTLAND JETPORT ME US",1.19
2006,"Summer",202,2006-07-21,"early morning","PORTLAND JETPORT ME US",0.07
2006,"Summer",202,2006-07-21,"morning","ACADIA NATIONAL PARK ME US",0.9
2006,"Summer",202,2006-07-21,"morning","ORONO 2 ME US",0.4
2006,"Summer",202,2006-07-21,"night","ORONO 2 ME US",0.1
2006,"Summer",202,2006-07-21,"night","PORTLAND JETPORT ME US",0
2006,"Summer",203,2006-07-22,"afternoon","ACADIA NATIONAL PARK ME US",0.2
2006,"Summer",203,2006-07-22,"afternoon","PORTLAND JETPORT ME US",0.68
2006,"Summer",203,2006-07-22,"morning","PORTLAND JETPORT ME US",0
2006,"Summer",203,2006-07-22,"night","ACADIA NATIONAL PARK ME US",0.4
2006,"Summer",203,2006-07-22,"night","ORONO 2 ME US",1.3
2006,"Summer",203,2006-07-22,"night","PORTLAND JETPORT ME US",0.05
2006,"Summer",204,2006-07-23,"afternoon","PORTLAND JETPORT ME US",0.07
2006,"Summer",204,2006-07-23,"early morning","PORTLAND JETPORT ME US",0.12
2006,"Summer",204,2006-07-23,"morning","ACADIA NATIONAL PARK ME US",0.7
2006,"Summer",204,2006-07-23,"morning","PORTLAND JETPORT ME US",0.01
2006,"Summer",204,2006-07-23,"night","ORONO 2 ME US",0.2
2006,"Summer",209,2006-07-28,"afternoon","ACADIA NATIONAL PARK ME US",0.1
2006,"Summer",209,2006-07-28,"afternoon","ORONO 2 ME US",1.8
2006,"Summer",209,2006-07-28,"afternoon","PORTLAND JETPORT ME US",0.27
2006,"Summer",209,2006-07-28,"morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Summer",209,2006-07-28,"night","ACADIA NATIONAL PARK ME US",0.7
2006,"Summer",209,2006-07-28,"night","ORONO 2 ME US",0.6
2006,"Summer",209,2006-07-28,"night","PORTLAND JETPORT ME US",0.09
2006,"Summer",210,2006-07-29,"afternoon","ACADIA NATIONAL PARK ME US",0.3
2006,"Summer",210,2006-07-29,"afternoon","ORONO 2 ME US",0.2
2006,"Summer",210,2006-07-29,"early morning","ACADIA NATIONAL PARK ME US",0.1
2006,"Summer",210,2006-07-29,"night","ACADIA NATIONAL PARK ME US",0.1
2006,"Summer",213,2006-08-01,"early morning","ACADIA NATIONAL PARK ME US",0
2006,"Summer",213,2006-08-01,"early morning","ORONO 2 ME US",0
2006,"Summer",213,2006-08-01,"early morning","PORTLAND JETPORT ME US",0.2
2006,"Summer",213,2006-08-01,"morning","ACADIA NATIONAL PARK ME US",NA
2006,"Summer",213,2006-08-01,"morning","PORTLAND JETPORT ME US",0
2006,"Summer",213,2006-08-01,"night","PORTLAND JETPORT ME US",0.02
