STATION,STATION_NAME,DATE,HPCP
COOP:170100,ACADIA NATIONAL PARK ME US,20060309 22:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060309 23:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060310 05:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060311 12:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060313 18:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060314 00:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060314 02:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060314 03:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060314 04:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060314 10:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060314 13:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060314 15:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060314 21:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060401 01:00,0.00
COOP:170100,ACADIA NATIONAL PARK ME US,20060404 13:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060404 14:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060404 15:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060404 16:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060404 18:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060404 19:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060405 07:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060405 23:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060406 01:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060406 02:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060406 10:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060406 11:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060407 19:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060407 20:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060407 21:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060415 10:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060415 12:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060415 18:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060416 20:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060419 13:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060424 11:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060424 12:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060424 13:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060424 17:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060501 01:00,0.00
COOP:170100,ACADIA NATIONAL PARK ME US,20060501 20:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060501 21:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060502 00:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060502 01:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060502 02:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060502 04:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060502 05:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060502 07:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060502 08:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060503 06:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060503 17:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060509 17:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060509 22:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060509 23:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060510 00:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060510 01:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060510 11:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060510 14:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060510 17:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060510 18:00,0.30
COOP:170100,ACADIA NATIONAL PARK ME US,20060510 20:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060510 21:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060511 00:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060511 01:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060511 03:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060511 04:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060511 05:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060511 06:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060511 10:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060512 00:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060512 06:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060512 09:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060512 12:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060512 15:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060512 16:00,0.10
