STATION,STATION_NAME,DATE,HPCP
COOP:176905,PORTLAND JETPORT ME US,20000229 02:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000229 03:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000229 04:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000301 01:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000301 21:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000301 22:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 02:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 03:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 04:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 05:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000302 06:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000302 07:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000302 08:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000302 09:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 10:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 15:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 16:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 17:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 18:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000302 19:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000302 20:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000302 21:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000302 22:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000303 22:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000309 16:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000309 17:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000309 18:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000309 22:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000309 23:00,0.11
COOP:176905,PORTLAND JETPORT ME US,20000310 00:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000310 04:00,0.12
COOP:176905,PORTLAND JETPORT ME US,20000310 05:00,0.06
COOP:176905,PORTLAND JETPORT ME US,20000310 06:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000311 10:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000311 11:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000311 15:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000311 16:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000311 18:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000311 19:00,0.07
COOP:176905,PORTLAND JETPORT ME US,20000311 20:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000311 21:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000311 22:00,0.06
COOP:176905,PORTLAND JETPORT ME US,20000311 23:00,0.04
COOP:176905,PORTLAND JETPORT ME US,20000312 00:00,0.06
COOP:176905,PORTLAND JETPORT ME US,20000312 01:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000312 02:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000312 03:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000312 04:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000312 05:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000312 06:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000312 07:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000312 08:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000312 10:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000312 11:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000312 12:00,0.17
COOP:176905,PORTLAND JETPORT ME US,20000312 13:00,0.04
COOP:176905,PORTLAND JETPORT ME US,20000312 14:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000312 15:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000312 16:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000312 17:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000312 18:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000312 19:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000312 20:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000312 21:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000312 22:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000312 23:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000313 00:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000313 01:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000313 02:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000316 18:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000316 19:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000316 20:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000316 21:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000316 22:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000316 23:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000317 00:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000317 01:00,0.04
COOP:176905,PORTLAND JETPORT ME US,20000317 02:00,0.06
COOP:176905,PORTLAND JETPORT ME US,20000317 03:00,0.06
COOP:176905,PORTLAND JETPORT ME US,20000317 04:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000317 05:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000317 06:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000317 07:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000317 08:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000317 09:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000317 10:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000317 11:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000317 12:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000317 13:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000317 14:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000317 15:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000325 17:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000325 18:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000325 20:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000325 21:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000328 07:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000328 08:00,0.20
COOP:176905,PORTLAND JETPORT ME US,20000328 09:00,0.44
COOP:176905,PORTLAND JETPORT ME US,20000328 10:00,0.24
COOP:176905,PORTLAND JETPORT ME US,20000328 11:00,0.19
COOP:176905,PORTLAND JETPORT ME US,20000328 12:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000328 13:00,0.16
COOP:176905,PORTLAND JETPORT ME US,20000328 14:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000329 05:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000329 06:00,0.07
COOP:176905,PORTLAND JETPORT ME US,20000329 07:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000329 08:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000329 09:00,0.08
COOP:176905,PORTLAND JETPORT ME US,20000329 10:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000329 13:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000329 15:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000329 16:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000329 17:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000401 01:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000402 16:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000402 17:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000402 18:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000402 19:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000402 20:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000402 21:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000402 22:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000402 23:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000403 10:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000403 11:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000403 12:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000403 13:00,0.04
COOP:176905,PORTLAND JETPORT ME US,20000403 14:00,0.09
COOP:176905,PORTLAND JETPORT ME US,20000403 15:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000403 16:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000403 17:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000403 18:00,0.04
COOP:176905,PORTLAND JETPORT ME US,20000403 19:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000403 21:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000404 00:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000404 01:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000404 02:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000404 03:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000404 04:00,0.10
COOP:176905,PORTLAND JETPORT ME US,20000404 05:00,0.11
COOP:176905,PORTLAND JETPORT ME US,20000404 06:00,0.18
COOP:176905,PORTLAND JETPORT ME US,20000404 07:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000404 08:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000404 09:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000404 10:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000404 11:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000404 13:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000404 14:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000404 17:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000404 18:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000404 21:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000406 13:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000406 14:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000406 18:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000408 01:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000408 07:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000408 21:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000408 22:00,0.07
COOP:176905,PORTLAND JETPORT ME US,20000409 01:00,0.04
COOP:176905,PORTLAND JETPORT ME US,20000409 02:00,0.10
COOP:176905,PORTLAND JETPORT ME US,20000409 03:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000409 04:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000409 05:00,0.06
COOP:176905,PORTLAND JETPORT ME US,20000409 06:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000409 07:00,0.05
COOP:176905,PORTLAND JETPORT ME US,20000409 08:00,0.04
COOP:176905,PORTLAND JETPORT ME US,20000409 09:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000409 10:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000409 11:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000409 12:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000409 17:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000411 21:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000411 22:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000411 23:00,0.04
COOP:176905,PORTLAND JETPORT ME US,20000412 00:00,0.03
COOP:176905,PORTLAND JETPORT ME US,20000412 01:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000412 02:00,0.02
COOP:176905,PORTLAND JETPORT ME US,20000412 03:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000412 04:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000412 05:00,0.01
COOP:176905,PORTLAND JETPORT ME US,20000418 23:00,0.00
COOP:176905,PORTLAND JETPORT ME US,20000419 00:00,0.00
